league,season,date,team,h_a,result,pts,goals_scored,goals_missed,deep_passes,deep_passes_allowed,ppda,oppda
Serie_A,2018,2019-01-26 19:30:00,Napoli,a,d,1,0,0,13,8,15.6,21.8
Serie_A,2018,2019-02-02 17:00:00,Napoli,h,w,3,3,0,10,7,24.5,16.615384615384617
Serie_A,2018,2019-02-09 17:00:00,Napoli,a,d,1,0,0,13,5,4.666666666666667,11.76
Serie_A,2018,2019-02-17 19:30:00,Napoli,h,d,1,0,0,12,3,5.592592592592593,13.8
Serie_A,2018,2019-02-24 17:00:00,Napoli,a,w,3,4,0,8,4,8.80952380952381,20.05263157894737
Serie_A,2018,2019-03-03 19:30:00,Napoli,h,l,0,1,2,5,4,9.428571428571429,14.11111111111111
Serie_A,2018,2019-03-10 17:00:00,Napoli,a,d,1,1,1,2,5,12.833333333333334,18.88235294117647
Serie_A,2018,2019-03-17 17:00:00,Napoli,h,w,3,4,2,5,4,10.5,30.933333333333334
Serie_A,2018,2019-03-31 13:00:00,Napoli,a,w,3,4,1,8,7,10.45,16.107142857142858
Serie_A,2018,2019-04-03 18:00:00,Napoli,a,l,0,1,2,6,6,8.478260869565217,12.916666666666666
Serie_A,2018,2019-04-07 19:30:00,Napoli,h,d,1,1,1,7,6,6.1875,27.08333333333333
Serie_A,2018,2019-04-14 17:00:00,Napoli,a,w,3,3,1,11,2,10.61111111111111,25.55
Serie_A,2018,2019-04-22 18:00:00,Napoli,h,l,0,1,2,7,11,11.266666666666667,9.5
Serie_A,2018,2019-04-28 11:30:00,Napoli,a,w,3,2,0,10,8,8.1,9.914285714285716
Serie_A,2018,2019-05-05 19:30:00,Napoli,h,w,3,2,1,13,1,13.55,15.48
Serie_A,2018,2019-05-12 17:00:00,Napoli,a,w,3,2,1,14,8,8.576923076923077,10.703703703703704
Serie_A,2018,2019-05-19 18:30:00,Napoli,h,w,3,4,1,10,7,17.454545454545453,13.75
Serie_A,2018,2019-05-25 13:00:00,Napoli,a,l,0,2,3,9,3,6.631578947368421,28.63636363636364
Serie_A,2018,2018-08-19 21:30:00,Inter,a,l,0,0,1,7,5,8.076923076923077,14.208333333333334
Serie_A,2018,2018-08-26 21:30:00,Inter,h,d,1,2,2,5,6,9.925925925925926,17.210526315789473
Serie_A,2018,2018-09-01 16:00:00,Inter,a,w,3,3,0,8,1,9.352941176470589,33.285714285714285
Serie_A,2018,2018-09-15 13:00:00,Inter,h,l,0,0,1,11,2,7.944444444444445,20.0
Serie_A,2018,2018-09-22 18:30:00,Inter,a,w,3,1,0,6,7,12.090909090909092,13.944444444444445
Serie_A,2018,2018-09-25 19:00:00,Inter,h,w,3,2,1,7,11,7.689655172413793,5.046511627906977
Serie_A,2018,2018-09-29 18:30:00,Inter,h,w,3,2,0,4,7,11.592592592592592,17.8125
Serie_A,2018,2018-10-07 18:30:00,Inter,a,w,3,2,1,10,2,8.647058823529411,8.84
Serie_A,2018,2018-10-21 18:30:00,Inter,h,w,3,1,0,3,2,10.88,15.590909090909092
Serie_A,2018,2018-10-29 18:30:00,Inter,a,w,3,3,0,8,8,11.61111111111111,15.172413793103448
Serie_A,2018,2018-11-03 14:00:00,Inter,h,w,3,5,0,5,4,8.88888888888889,16.863636363636363
Serie_A,2018,2018-11-11 11:30:00,Inter,a,l,0,1,4,7,14,9.074074074074074,12.904761904761903
Serie_A,2018,2018-11-24 19:30:00,Inter,h,w,3,3,0,19,1,8.521739130434783,33.92857142857143
Serie_A,2018,2018-12-02 19:30:00,Inter,a,d,1,2,2,8,6,10.578947368421051,17.055555555555557
Serie_A,2018,2018-12-07 19:30:00,Inter,a,l,0,0,1,5,7,7.9,11.91304347826087
Serie_A,2018,2018-12-15 17:00:00,Inter,h,w,3,1,0,10,4,8.285714285714286,36.36363636363637
Serie_A,2018,2018-12-22 17:00:00,Inter,a,d,1,1,1,13,8,6.766666666666667,12.12121212121212
Serie_A,2018,2018-12-26 19:30:00,Inter,h,w,3,1,0,10,2,18.125,13.44
Serie_A,2018,2018-12-29 14:00:00,Inter,a,w,3,1,0,6,3,12.875,22.27777777777778
Serie_A,2018,2019-01-19 19:30:00,Inter,h,d,1,0,0,7,4,7.0,15.5
Serie_A,2018,2019-01-27 17:00:00,Inter,a,l,0,0,1,7,2,4.3478260869565215,9.225806451612904
Serie_A,2018,2019-02-03 17:00:00,Inter,h,l,0,0,1,5,4,6.241379310344827,20.066666666666663
Serie_A,2018,2019-02-09 19:30:00,Inter,a,w,3,1,0,22,2,6.28,10.76923076923077
Serie_A,2018,2019-02-17 17:00:00,Inter,h,w,3,2,1,6,10,7.90625,10.44
Serie_A,2018,2019-02-24 19:30:00,Inter,a,d,1,3,3,2,10,8.142857142857142,10.61111111111111
Serie_A,2018,2019-03-01 19:30:00,Inter,a,l,0,1,2,7,6,10.11111111111111,11.035714285714286
Serie_A,2018,2019-03-10 14:00:00,Inter,h,w,3,2,0,3,1,8.458333333333334,12.285714285714286
Serie_A,2018,2019-03-17 19:30:00,Inter,a,w,3,3,2,5,1,14.409090909090908,12.2
Serie_A,2018,2019-03-31 18:30:00,Inter,h,l,0,0,1,4,2,6.892857142857143,21.0
Serie_A,2018,2019-04-03 20:00:00,Inter,a,w,3,4,0,14,2,5.913043478260869,21.14814814814815
Serie_A,2018,2019-04-07 17:00:00,Inter,h,d,1,0,0,9,7,11.090909090909092,13.652173913043478
Serie_A,2018,2019-04-14 19:30:00,Inter,a,w,3,3,1,8,3,7.882352941176471,14.966666666666669
Serie_A,2018,2019-04-20 19:30:00,Inter,h,d,1,1,1,8,5,8.1875,44.77777777777778
Serie_A,2018,2019-04-27 19:30:00,Inter,h,d,1,1,1,8,5,10.956521739130435,18.352941176470587
Serie_A,2018,2019-05-04 19:30:00,Inter,a,d,1,0,0,7,6,5.75,17.652173913043477
Serie_A,2018,2019-05-13 20:00:00,Inter,h,w,3,2,0,14,0,9.0,16.666666666666668
Serie_A,2018,2019-05-19 18:30:00,Inter,a,l,0,1,4,7,10,13.75,17.454545454545453
Serie_A,2018,2019-05-26 18:30:00,Inter,h,w,3,2,1,16,12,7.806451612903226,14.928571428571429
Serie_A,2018,2018-08-20 21:30:00,Atalanta,h,w,3,4,0,10,5,8.5,23.5
Serie_A,2018,2018-08-27 21:30:00,Atalanta,a,d,1,3,3,8,6,13.19047619047619,8.217391304347826
Serie_A,2018,2018-09-02 18:30:00,Atalanta,h,l,0,0,1,10,1,12.238095238095235,12.0
Serie_A,2018,2018-09-17 18:30:00,Atalanta,a,l,0,0,2,9,5,5.0588235294117645,10.625
Serie_A,2018,2018-09-23 16:00:00,Atalanta,a,d,1,2,2,6,4,15.272727272727272,24.1
Serie_A,2018,2018-09-26 19:00:00,Atalanta,h,d,1,0,0,4,1,5.785714285714286,10.521739130434783
Serie_A,2018,2018-09-30 13:00:00,Atalanta,a,l,0,0,2,7,1,8.0,15.55
Serie_A,2018,2018-10-07 13:00:00,Atalanta,h,l,0,0,1,9,4,6.944444444444445,14.904761904761903
Serie_A,2018,2018-10-21 13:00:00,Atalanta,a,w,3,5,1,16,0,11.291666666666666,14.291666666666666
Serie_A,2018,2018-10-27 13:00:00,Atalanta,h,w,3,3,0,10,1,5.413793103448276,22.07692307692308
Serie_A,2018,2018-11-04 17:00:00,Atalanta,a,w,3,2,1,18,9,5.739130434782608,17.294117647058822
Serie_A,2018,2018-11-11 11:30:00,Atalanta,h,w,3,4,1,14,7,12.904761904761903,9.074074074074074
Serie_A,2018,2018-11-25 14:00:00,Atalanta,a,l,0,2,3,4,5,10.0,17.055555555555557
Serie_A,2018,2018-12-03 19:30:00,Atalanta,h,l,0,1,2,6,9,11.291666666666666,13.115384615384617
Serie_A,2018,2018-12-09 14:00:00,Atalanta,a,w,3,3,1,9,2,11.4,20.85
Serie_A,2018,2018-12-17 19:30:00,Atalanta,h,w,3,1,0,1,13,9.0,5.28125
Serie_A,2018,2018-12-22 14:00:00,Atalanta,a,l,0,1,3,7,7,5.523809523809524,9.26086956521739
Serie_A,2018,2018-12-26 14:00:00,Atalanta,h,d,1,2,2,11,3,7.814814814814815,15.375
Serie_A,2018,2018-12-29 14:00:00,Atalanta,a,w,3,6,2,6,5,8.074074074074074,9.290322580645162
Serie_A,2018,2019-01-20 11:30:00,Atalanta,a,w,3,5,0,15,1,10.22222222222222,23.47058823529412
Serie_A,2018,2019-01-27 14:00:00,Atalanta,h,d,1,3,3,15,7,7.166666666666667,14.666666666666666
Serie_A,2018,2019-02-04 20:00:00,Atalanta,a,w,3,1,0,1,2,11.590909090909092,10.941176470588236
Serie_A,2018,2019-02-10 14:00:00,Atalanta,h,w,3,2,1,15,5,7.32,15.4
Serie_A,2018,2019-02-16 19:30:00,Atalanta,h,l,0,1,3,7,2,5.690476190476191,17.05263157894737
Serie_A,2018,2019-02-23 14:00:00,Atalanta,a,l,0,0,2,7,2,5.269230769230769,7.666666666666667
Serie_A,2018,2019-03-03 17:00:00,Atalanta,h,w,3,3,1,6,0,6.636363636363637,6.222222222222222
Serie_A,2018,2019-03-10 14:00:00,Atalanta,a,w,3,2,1,9,6,14.166666666666666,12.75
Serie_A,2018,2019-03-17 14:00:00,Atalanta,h,d,1,1,1,10,4,5.2,13.258064516129032
Serie_A,2018,2019-03-31 11:30:00,Atalanta,a,w,3,3,1,14,2,6.083333333333333,18.764705882352946
Serie_A,2018,2019-04-04 20:00:00,Atalanta,h,w,3,4,1,5,5,7.225,11.333333333333334
Serie_A,2018,2019-04-07 17:00:00,Atalanta,a,d,1,0,0,7,9,13.652173913043478,11.090909090909092
Serie_A,2018,2019-04-15 19:30:00,Atalanta,h,d,1,0,0,30,0,13.4,16.2
Serie_A,2018,2019-04-22 18:00:00,Atalanta,a,w,3,2,1,11,7,9.5,11.266666666666667
Serie_A,2018,2019-04-29 18:00:00,Atalanta,h,w,3,2,0,15,1,11.133333333333333,10.476190476190476
Serie_A,2018,2019-05-05 14:00:00,Atalanta,a,w,3,3,1,8,7,9.785714285714286,13.1875
Serie_A,2018,2019-05-11 14:00:00,Atalanta,h,w,3,2,1,11,5,7.304347826086956,10.181818181818182
Serie_A,2018,2019-05-19 18:30:00,Atalanta,a,d,1,1,1,5,7,9.052631578947368,7.2
Serie_A,2018,2019-05-26 18:30:00,Atalanta,h,w,3,3,1,11,4,5.379310344827586,18.0
Serie_A,2018,2018-08-19 21:30:00,Empoli,h,w,3,2,0,7,6,10.476190476190476,6.121212121212121
Serie_A,2018,2018-08-26 21:30:00,Empoli,a,l,0,1,2,12,5,4.869565217391305,15.578947368421051
Serie_A,2018,2018-09-02 18:30:00,Empoli,a,d,1,0,0,5,4,10.5,24.6875
Serie_A,2018,2018-09-16 16:00:00,Empoli,h,l,0,0,1,5,9,13.411764705882351,20.0
Serie_A,2018,2018-09-21 18:30:00,Empoli,a,l,0,1,3,10,9,21.22222222222222,8.909090909090908
Serie_A,2018,2018-09-27 19:00:00,Empoli,h,d,1,1,1,4,7,9.77777777777778,10.44
Serie_A,2018,2018-09-30 16:00:00,Empoli,a,l,0,0,1,14,4,4.966666666666667,19.647058823529413
Serie_A,2018,2018-10-06 18:30:00,Empoli,h,l,0,0,2,6,7,15.65,16.066666666666666
Serie_A,2018,2018-10-21 10:30:00,Empoli,a,d,1,3,3,12,3,5.21875,7.923076923076923
Serie_A,2018,2018-10-27 16:00:00,Empoli,h,l,0,1,2,7,6,12.047619047619047,6.243243243243243
Serie_A,2018,2018-11-02 19:30:00,Empoli,a,l,0,1,5,9,8,12.666666666666666,15.192307692307692
Serie_A,2018,2018-11-11 14:00:00,Empoli,h,w,3,2,1,9,11,15.0,6.888888888888889
Serie_A,2018,2018-11-25 14:00:00,Empoli,h,w,3,3,2,5,4,17.055555555555557,10.0
Serie_A,2018,2018-12-01 14:00:00,Empoli,a,d,1,2,2,10,2,7.964285714285714,8.541666666666666
Serie_A,2018,2018-12-09 14:00:00,Empoli,h,w,3,2,1,9,6,19.9375,11.15
Serie_A,2018,2018-12-16 14:00:00,Empoli,a,l,0,1,3,9,7,10.541666666666666,5.103448275862069
Serie_A,2018,2018-12-22 14:00:00,Empoli,h,l,0,2,4,5,11,24.625,8.4
Serie_A,2018,2018-12-26 17:00:00,Empoli,a,l,0,0,3,3,5,18.55,8.347826086956522
Serie_A,2018,2018-12-29 14:00:00,Empoli,h,l,0,0,1,3,6,22.27777777777778,12.875
Serie_A,2018,2019-01-20 17:00:00,Empoli,a,d,1,2,2,11,4,15.25,8.9
Serie_A,2018,2019-01-28 19:30:00,Empoli,h,l,0,1,3,10,5,17.5,16.0
Serie_A,2018,2019-02-02 14:00:00,Empoli,h,d,1,2,2,9,3,16.75,15.875
Serie_A,2018,2019-02-07 19:30:00,Empoli,a,l,0,0,1,5,4,17.666666666666668,11.391304347826088
Serie_A,2018,2019-02-17 14:00:00,Empoli,h,w,3,3,0,8,8,25.38888888888889,8.238095238095237
Serie_A,2018,2019-02-22 19:30:00,Empoli,a,l,0,0,3,7,7,20.904761904761905,11.428571428571429
Serie_A,2018,2019-03-02 14:00:00,Empoli,h,d,1,3,3,9,2,7.851851851851852,15.6875
Serie_A,2018,2019-03-11 19:30:00,Empoli,a,l,0,1,2,6,4,29.166666666666668,13.36842105263158
Serie_A,2018,2019-03-17 14:00:00,Empoli,h,w,3,2,1,11,6,11.727272727272728,9.16
Serie_A,2018,2019-03-30 17:00:00,Empoli,a,l,0,0,1,2,5,10.833333333333334,10.633333333333333
Serie_A,2018,2019-04-03 18:00:00,Empoli,h,w,3,2,1,6,6,12.916666666666666,8.478260869565217
Serie_A,2018,2019-04-07 14:00:00,Empoli,a,l,0,2,3,13,6,7.571428571428571,15.294117647058824
Serie_A,2018,2019-04-15 19:30:00,Empoli,a,d,1,0,0,0,30,16.2,13.4
Serie_A,2018,2019-04-20 14:00:00,Empoli,h,l,0,2,4,13,2,5.53125,10.954545454545457
Serie_A,2018,2019-04-27 14:00:00,Empoli,a,l,0,1,3,4,16,8.666666666666666,5.925
Serie_A,2018,2019-05-05 11:30:00,Empoli,h,w,3,1,0,5,5,12.105263157894736,10.347826086956522
Serie_A,2018,2019-05-12 14:00:00,Empoli,a,w,3,2,1,7,10,17.8125,9.76923076923077
Serie_A,2018,2019-05-19 13:00:00,Empoli,h,w,3,4,1,10,6,10.12,4.75
Serie_A,2018,2019-05-26 18:30:00,Empoli,a,l,0,1,2,12,16,14.928571428571429,7.806451612903226
Serie_A,2018,2018-08-18 19:00:00,Chievo,h,l,0,2,3,1,9,22.05,6.809523809523809
Serie_A,2018,2018-08-26 21:30:00,Chievo,a,l,0,1,6,3,10,14.0,16.238095238095237
Serie_A,2018,2018-09-02 18:30:00,Chievo,h,d,1,0,0,4,5,24.6875,10.5
Serie_A,2018,2018-09-16 10:30:00,Chievo,a,d,1,2,2,5,6,24.571428571428573,15.904761904761903
Serie_A,2018,2018-09-23 13:00:00,Chievo,h,l,0,0,2,6,8,7.285714285714286,47.142857142857146
Serie_A,2018,2018-09-26 19:00:00,Chievo,a,l,0,0,2,5,3,9.814814814814817,9.84
Serie_A,2018,2018-09-30 13:00:00,Chievo,h,l,0,0,1,5,11,11.0,4.923076923076923
Serie_A,2018,2018-10-07 13:00:00,Chievo,a,l,0,1,3,3,13,32.13333333333333,10.157894736842104
Serie_A,2018,2018-10-21 13:00:00,Chievo,h,l,0,1,5,0,16,14.291666666666666,11.291666666666666
Serie_A,2018,2018-10-28 13:00:00,Chievo,a,l,0,1,2,5,6,11.4,15.909090909090908
Serie_A,2018,2018-11-04 14:00:00,Chievo,h,l,0,0,2,7,4,7.9,13.652173913043478
Serie_A,2018,2018-11-11 14:00:00,Chievo,h,d,1,2,2,8,1,13.0,7.0606060606060606
Serie_A,2018,2018-11-25 14:00:00,Chievo,a,d,1,0,0,4,12,14.16,6.37037037037037
Serie_A,2018,2018-12-02 17:00:00,Chievo,h,d,1,1,1,3,17,12.10344827586207,8.6875
Serie_A,2018,2018-12-09 14:00:00,Chievo,a,d,1,1,1,4,7,9.478260869565217,9.818181818181818
Serie_A,2018,2018-12-16 11:30:00,Chievo,a,d,1,0,0,7,5,13.0,6.84
Serie_A,2018,2018-12-22 17:00:00,Chievo,h,d,1,1,1,8,13,12.12121212121212,6.766666666666667
Serie_A,2018,2018-12-26 14:00:00,Chievo,a,l,0,0,2,1,5,7.878787878787879,7.833333333333333
Serie_A,2018,2018-12-29 14:00:00,Chievo,h,w,3,1,0,8,1,7.2,13.38095238095238
Serie_A,2018,2019-01-21 19:30:00,Chievo,a,l,0,0,3,2,11,18.454545454545453,11.421052631578949
Serie_A,2018,2019-01-27 11:30:00,Chievo,h,l,0,3,4,5,5,7.5,10.38888888888889
Serie_A,2018,2019-02-02 14:00:00,Chievo,a,d,1,2,2,3,9,15.875,16.75
Serie_A,2018,2019-02-08 19:30:00,Chievo,h,l,0,0,3,5,8,8.909090909090908,24.416666666666668
Serie_A,2018,2019-02-17 14:00:00,Chievo,a,l,0,0,1,6,4,5.931034482758621,8.88
Serie_A,2018,2019-02-24 14:00:00,Chievo,h,d,1,0,0,5,7,5.066666666666666,7.37037037037037
Serie_A,2018,2019-03-03 11:30:00,Chievo,a,l,0,0,3,0,7,9.178571428571429,7.230769230769231
Serie_A,2018,2019-03-09 19:30:00,Chievo,h,l,0,1,2,1,4,14.20689655172414,12.444444444444445
Serie_A,2018,2019-03-17 14:00:00,Chievo,a,d,1,1,1,4,10,13.258064516129032,5.2
Serie_A,2018,2019-03-29 19:30:00,Chievo,h,l,0,0,3,7,3,9.407407407407408,11.9
Serie_A,2018,2019-04-04 18:00:00,Chievo,a,l,0,0,4,2,4,10.483870967741936,17.692307692307693
Serie_A,2018,2019-04-08 19:30:00,Chievo,a,l,0,0,3,2,6,14.61904761904762,5.233333333333333
Serie_A,2018,2019-04-14 17:00:00,Chievo,h,l,0,1,3,2,11,25.55,10.61111111111111
Serie_A,2018,2019-04-20 14:00:00,Chievo,a,w,3,2,1,3,16,21.3,9.347826086956522
Serie_A,2018,2019-04-28 14:00:00,Chievo,h,d,1,1,1,2,5,12.578947368421051,11.217391304347826
Serie_A,2018,2019-05-04 17:00:00,Chievo,h,l,0,0,4,3,6,13.454545454545457,13.666666666666666
Serie_A,2018,2019-05-13 20:00:00,Chievo,a,l,0,0,2,0,14,16.666666666666668,9.0
Serie_A,2018,2019-05-19 10:30:00,Chievo,h,d,1,0,0,7,6,14.095238095238097,8.0
Serie_A,2018,2019-05-25 13:00:00,Chievo,a,d,1,0,0,1,8,9.076923076923077,7.606060606060606
Serie_A,2018,2018-08-26 21:30:00,Fiorentina,h,w,3,6,1,10,3,16.238095238095237,14.0
Serie_A,2018,2018-09-02 16:00:00,Fiorentina,h,w,3,1,0,10,2,4.48,12.666666666666666
Serie_A,2018,2018-09-15 16:00:00,Fiorentina,a,l,0,0,1,1,8,13.708333333333334,10.333333333333334
Serie_A,2018,2018-09-19 17:00:00,Fiorentina,a,d,1,1,1,4,6,13.842105263157896,7.708333333333333
Serie_A,2018,2018-09-22 16:00:00,Fiorentina,h,w,3,3,0,6,4,15.705882352941176,12.428571428571429
Serie_A,2018,2018-09-25 19:00:00,Fiorentina,a,l,0,1,2,11,7,5.046511627906977,7.689655172413793
Serie_A,2018,2018-09-30 13:00:00,Fiorentina,h,w,3,2,0,1,7,15.55,8.0
Serie_A,2018,2018-10-07 13:00:00,Fiorentina,a,l,0,0,1,8,0,10.473684210526317,10.407407407407408
Serie_A,2018,2018-10-21 16:00:00,Fiorentina,h,d,1,1,1,5,6,7.285714285714286,12.0
Serie_A,2018,2018-10-27 18:30:00,Fiorentina,a,d,1,1,1,4,13,5.0,4.026315789473684
Serie_A,2018,2018-11-03 17:00:00,Fiorentina,h,d,1,1,1,3,8,15.8125,3.7777777777777777
Serie_A,2018,2018-11-09 19:30:00,Fiorentina,a,d,1,1,1,7,3,7.923076923076923,16.529411764705884
Serie_A,2018,2018-11-25 14:00:00,Fiorentina,a,d,1,0,0,8,3,7.857142857142857,11.9
Serie_A,2018,2018-12-01 17:00:00,Fiorentina,h,l,0,0,3,5,4,10.708333333333334,7.863636363636363
Serie_A,2018,2018-12-09 11:30:00,Fiorentina,a,d,1,3,3,6,7,11.68421052631579,9.142857142857142
Serie_A,2018,2018-12-16 14:00:00,Fiorentina,h,w,3,3,1,7,9,5.103448275862069,10.541666666666666
Serie_A,2018,2018-12-22 14:00:00,Fiorentina,a,w,3,1,0,2,4,8.030303030303031,12.0
Serie_A,2018,2018-12-26 14:00:00,Fiorentina,h,l,0,0,1,8,1,4.448275862068965,14.352941176470589
Serie_A,2018,2018-12-29 14:00:00,Fiorentina,a,d,1,0,0,8,4,8.5,7.9655172413793105
Serie_A,2018,2019-01-20 14:00:00,Fiorentina,h,d,1,3,3,11,14,10.304347826086955,5.485714285714286
Serie_A,2018,2019-01-27 11:30:00,Fiorentina,a,w,3,4,3,5,5,10.38888888888889,7.5
Serie_A,2018,2019-02-03 14:00:00,Fiorentina,a,d,1,1,1,1,3,5.766666666666667,14.9
Serie_A,2018,2019-02-09 17:00:00,Fiorentina,h,d,1,0,0,5,13,11.76,4.666666666666667
Serie_A,2018,2019-02-17 11:30:00,Fiorentina,a,w,3,4,1,11,3,7.8076923076923075,6.555555555555555
Serie_A,2018,2019-02-24 19:30:00,Fiorentina,h,d,1,3,3,10,2,10.61111111111111,8.142857142857142
Serie_A,2018,2019-03-03 17:00:00,Fiorentina,a,l,0,1,3,0,6,6.222222222222222,6.636363636363637
Serie_A,2018,2019-03-10 19:30:00,Fiorentina,h,d,1,1,1,3,8,8.192307692307692,12.73913043478261
Serie_A,2018,2019-03-15 19:30:00,Fiorentina,a,l,0,1,2,3,2,9.933333333333334,4.75
Serie_A,2018,2019-03-31 13:00:00,Fiorentina,h,d,1,1,1,9,7,7.0,8.058823529411764
Serie_A,2018,2019-04-03 20:00:00,Fiorentina,a,d,1,2,2,2,7,5.135135135135135,10.68
Serie_A,2018,2019-04-07 11:30:00,Fiorentina,h,l,0,0,1,4,1,6.7,10.045454545454543
Serie_A,2018,2019-04-14 14:00:00,Fiorentina,h,d,1,0,0,3,1,8.347826086956522,15.466666666666669
Serie_A,2018,2019-04-20 17:00:00,Fiorentina,a,l,0,1,2,7,7,24.266666666666666,10.85
Serie_A,2018,2019-04-29 20:00:00,Fiorentina,h,l,0,0,1,2,4,9.03448275862069,9.458333333333334
Serie_A,2018,2019-05-05 11:30:00,Fiorentina,a,l,0,0,1,5,5,10.347826086956522,12.105263157894736
Serie_A,2018,2019-05-11 19:30:00,Fiorentina,h,l,0,0,1,1,4,9.75,10.95
Serie_A,2018,2019-05-19 13:00:00,Fiorentina,a,l,0,0,1,12,2,6.148148148148148,15.36842105263158
Serie_A,2018,2019-05-26 18:30:00,Fiorentina,h,d,1,0,0,3,1,14.466666666666669,32.916666666666664
Serie_A,2018,2018-08-25 21:30:00,AC Milan,a,l,0,2,3,7,11,17.941176470588236,10.023255813953488
Serie_A,2018,2018-08-31 21:30:00,AC Milan,h,w,3,2,1,9,7,15.3,22.0
Serie_A,2018,2018-09-16 18:30:00,AC Milan,a,d,1,1,1,9,7,12.578947368421051,22.0625
Serie_A,2018,2018-09-23 16:00:00,AC Milan,h,d,1,2,2,4,6,24.1,15.272727272727272
Serie_A,2018,2018-09-27 19:00:00,AC Milan,a,d,1,1,1,7,4,10.44,9.77777777777778
Serie_A,2018,2018-09-30 18:30:00,AC Milan,a,w,3,4,1,4,8,16.285714285714285,9.95
Serie_A,2018,2018-10-07 13:00:00,AC Milan,h,w,3,3,1,13,3,10.157894736842104,32.13333333333333
Serie_A,2018,2018-10-21 18:30:00,AC Milan,a,l,0,0,1,2,3,15.590909090909092,10.88
Serie_A,2018,2018-10-28 16:00:00,AC Milan,h,w,3,3,2,10,3,14.038461538461538,17.68421052631579
Serie_A,2018,2018-10-31 18:30:00,AC Milan,h,w,3,2,1,11,2,11.789473684210526,11.516129032258064
Serie_A,2018,2018-11-04 19:30:00,AC Milan,a,w,3,1,0,7,6,8.181818181818182,7.151515151515151
Serie_A,2018,2018-11-11 19:30:00,AC Milan,h,l,0,0,2,2,1,20.22222222222222,10.333333333333334
Serie_A,2018,2018-11-25 17:00:00,AC Milan,a,d,1,1,1,3,13,13.045454545454543,7.564102564102564
Serie_A,2018,2018-12-02 11:30:00,AC Milan,h,w,3,2,1,4,5,9.333333333333334,12.173913043478262
Serie_A,2018,2018-12-09 19:30:00,AC Milan,h,d,1,0,0,6,3,7.375,9.290322580645162
Serie_A,2018,2018-12-18 19:30:00,AC Milan,a,d,1,0,0,5,3,7.476190476190476,20.15
Serie_A,2018,2018-12-22 14:00:00,AC Milan,h,l,0,0,1,4,2,12.0,8.030303030303031
Serie_A,2018,2018-12-26 11:30:00,AC Milan,a,d,1,0,0,20,4,6.423076923076923,19.785714285714285
Serie_A,2018,2018-12-29 19:30:00,AC Milan,h,w,3,2,1,16,1,7.777777777777778,18.352941176470587
Serie_A,2018,2019-01-21 14:00:00,AC Milan,a,w,3,2,0,5,8,8.263157894736842,10.733333333333333
Serie_A,2018,2019-01-26 19:30:00,AC Milan,h,d,1,0,0,8,13,21.8,15.6
Serie_A,2018,2019-02-03 19:30:00,AC Milan,a,d,1,1,1,3,7,13.529411764705882,15.782608695652174
Serie_A,2018,2019-02-10 19:30:00,AC Milan,h,w,3,3,0,5,5,9.866666666666667,11.133333333333333
Serie_A,2018,2019-02-16 19:30:00,AC Milan,a,w,3,3,1,2,7,17.05263157894737,5.690476190476191
Serie_A,2018,2019-02-22 19:30:00,AC Milan,h,w,3,3,0,7,7,11.428571428571429,20.904761904761905
Serie_A,2018,2019-03-02 17:00:00,AC Milan,h,w,3,1,0,4,4,12.636363636363637,19.46153846153846
Serie_A,2018,2019-03-09 19:30:00,AC Milan,a,w,3,2,1,4,1,12.444444444444445,14.20689655172414
Serie_A,2018,2019-03-17 19:30:00,AC Milan,h,l,0,2,3,1,5,12.2,14.409090909090908
Serie_A,2018,2019-03-30 19:30:00,AC Milan,a,l,0,0,1,6,9,14.1,9.153846153846152
Serie_A,2018,2019-04-02 18:00:00,AC Milan,h,d,1,1,1,9,3,5.186046511627907,13.38095238095238
Serie_A,2018,2019-04-06 17:00:00,AC Milan,a,l,0,1,2,8,6,12.470588235294118,11.73913043478261
Serie_A,2018,2019-04-13 19:30:00,AC Milan,h,w,3,1,0,7,8,8.185185185185185,13.590909090909092
Serie_A,2018,2019-04-20 11:30:00,AC Milan,a,d,1,1,1,5,6,7.736842105263157,17.333333333333332
Serie_A,2018,2019-04-28 19:30:00,AC Milan,a,l,0,0,2,12,5,4.384615384615385,6.5
Serie_A,2018,2019-05-06 19:30:00,AC Milan,h,w,3,2,1,5,3,5.628571428571429,8.333333333333334
Serie_A,2018,2019-05-11 19:30:00,AC Milan,a,w,3,1,0,4,1,10.95,9.75
Serie_A,2018,2019-05-19 16:00:00,AC Milan,h,w,3,2,0,6,3,10.210526315789474,35.111111111111114
Serie_A,2018,2019-05-26 18:30:00,AC Milan,a,w,3,3,2,11,1,15.473684210526317,7.1923076923076925
Serie_A,2018,2018-08-20 21:30:00,Frosinone,a,l,0,0,4,5,10,23.5,8.5
Serie_A,2018,2018-08-26 21:30:00,Frosinone,h,d,1,0,0,3,6,9.173913043478262,9.766666666666667
Serie_A,2018,2018-09-02 18:30:00,Frosinone,a,l,0,0,1,1,13,18.38888888888889,7.6
Serie_A,2018,2018-09-15 18:30:00,Frosinone,h,l,0,0,5,3,16,14.0,8.714285714285714
Serie_A,2018,2018-09-23 18:30:00,Frosinone,h,l,0,0,2,1,16,14.705882352941176,7.222222222222222
Serie_A,2018,2018-09-26 19:00:00,Frosinone,a,l,0,0,4,2,17,34.0,14.235294117647058
